Description,Payment Mode,Client,Pincode,Amount Payable,City,Status,COD Amount,Waybill Number,Order Number
KabiBite mango flavour diskettes 250g,COD,SONLENTERPRISES FRANCHISE,743129,1546,Naihati,Delivered,1546,4.18321E+12,2232465
Vit Cal Hair Oil 200ml,COD,SONLENTERPRISES FRANCHISE,431127,449,Georai,Delivered,449,4.18321E+12,2232454
GLOWRICH SKIN LIGHTENING SOAP PACK OF 2,COD,SONLENTERPRISES FRANCHISE,500043,1342,Medchal,Delivered,1342,4.18321E+12,2232418
BIOHAIR Ultra Shampoo 100ml pack of 2,COD,SONLENTERPRISES FRANCHISE,560015,622,Bangalore,Delivered,622,4.18321E+12,2232467
ECGLOW G SOAP 75 G,COD,SONLENTERPRISES FRANCHISE,533445,666,Yerravaram,Delivered,666,4.18321E+12,2232428
TRICHOGROW SHAMPOO 150ML,COD,SONLENTERPRISES FRANCHISE,504001,778,Adilabad,Delivered,778,4.18321E+12,2232473
Sensitran Tooth Powder 100gm Pack Of 4,COD,SONLENTERPRISES FRANCHISE,394230,499,Surat,Delivered,499,4.18321E+12,2232458
Similac Total Comfort Infant Formula 350 g by Similac,COD,SONLENTERPRISES FRANCHISE,560061,949,Bangalore,Delivered,949,4.18321E+12,2232483
Rosacnil Gel 70 gm,COD,SONLENTERPRISES FRANCHISE,560086,699,Bangalore,Delivered,699,4.18321E+12,2232486
Trichobest Scalp Oil 100 ml,COD,SONLENTERPRISES FRANCHISE,769042,298,Rourkela,Delivered,298,4.18321E+12,2232456
TRICHOGROW SHAMPOO 150ML,COD,SONLENTERPRISES FRANCHISE,560073,778,Bangalore,Delivered,778,4.18321E+12,2232470
STRETCH OIL Pack Of 2 100ml,COD,SONLENTERPRISES FRANCHISE,522601,539,Narasaraopet,Delivered,539,4.18321E+12,2232468
YUZDEW MOISTURIZING CREAM 200G,COD,SONLENTERPRISES FRANCHISE,500010,347,Hyderabad,Delivered,347,4.18321E+12,2232401
GLOSKIN SOAP 75G PACK OF 2,COD,SONLENTERPRISES FRANCHISE,620008,349,Tiruchi,Delivered,349,4.18321E+12,2231232
Dankare Gentle Shampoo 100 ml Pack Of 2,COD,SONLENTERPRISES FRANCHISE,411057,279,Pune,Delivered,279,4.18321E+12,2232449
DEWMOIST SOAP 75 GM PACK OF 2,COD,SONLENTERPRISES FRANCHISE,518222,599,Dhone,Delivered,599,4.18321E+12,2232469
TRIMZIT FACE WASH 100ml,COD,SONLENTERPRISES FRANCHISE,635206,477,Uthangarai,Delivered,477,4.18321E+12,2232282
GLOWRICH SKIN LIGHTENING SOAP PACK OF 2,COD,SONLENTERPRISES FRANCHISE,560103,417,Bangalore,Delivered,417,4.18321E+12,2232475
Brain IQ Syrup 150ml,COD,SONLENTERPRISES FRANCHISE,533101,1265,Rajahmundry,Delivered,1265,4.18321E+12,2232472
Psorolin Ointment 75gm,COD,SONLENTERPRISES FRANCHISE,505001,855,Karim Nagar,Delivered,855,4.18321E+12,2232422
Madhivala LINIMENT Pain Reliever and Soothing Agent 90ML,COD,SONLENTERPRISES FRANCHISE,560061,339,Bangalore,Delivered,339,4.18321E+12,2232435
C akt ADVANCE VITAMN C SERUM 30 ML,COD,SONLENTERPRISES FRANCHISE,500043,1089,Hyderabad,Delivered,1089,4.18321E+12,2232406
WASA mousse 200ml,COD,SONLENTERPRISES FRANCHISE,600034,614,Chennai,Delivered,614,4.18321E+12,2232416
STRETCH OIL Pack Of 2 100ml,COD,SONLENTERPRISES FRANCHISE,277001,539,Ballia,Delivered,539,4.18321E+12,2232371
Response Pain Reliever Oil 80ml,COD,SONLENTERPRISES FRANCHISE,713363,509,Durgapur,Delivered,509,4.18321E+12,2232396
Xtra Denser Anti Aging Hair Serum 50ML Kera XL Hair Growth Serum 60ml,COD,SONLENTERPRISES FRANCHISE,131027,1739,Sonipat,Delivered,1739,4.18321E+12,2232347
Atrisor TOPICAL 50G Pack Of 2,COD,SONLENTERPRISES FRANCHISE,614625,439,Thanjavur,Delivered,439,4.18321E+12,2232360
KabiBite mango flavour diskettes 250g,COD,SONLENTERPRISES FRANCHISE,742122,837,Murshidabad,Delivered,837,4.18321E+12,2232390
