Description,Payment Mode,Client,Pincode,Amount Payable,City,Status,COD Amount,Waybill Number,Order Number
STRETCH OIL Pack Of 2 100ml,COD,SONLENTERPRISES FRANCHISE,700015,539.0,Kolkata,Delivered,539.0,4183210178942,2233100
Aktisoft GC moisturising Cream 150 g pack Pack Of 2,COD,SONLENTERPRISES FRANCHISE,503111,739.0,Kamareddy,Delivered,739.0,4183210179351,2233135
ReeHair Advance Hair Growth Capsules 30`S,COD,SONLENTERPRISES FRANCHISE,400069,1469.0,Mumbai,Delivered,1469.0,4183210179244,2233120
TRICHOGROW SHAMPOO 150ML,COD,SONLENTERPRISES FRANCHISE,534320,1428.0,Penugonda,Delivered,1428.0,4183210179314,2233129
STRETCH OIL Pack Of 2 100ml,COD,SONLENTERPRISES FRANCHISE,533450,539.0,Samarlakota,Delivered,539.0,4183210179281,2233133
Trichobest Scalp Oil 100 ml,COD,SONLENTERPRISES FRANCHISE,560066,1264.0,Bangalore,Delivered,1264.0,4183210179093,2233096
TRICHOGROW SHAMPOO 150ML,COD,SONLENTERPRISES FRANCHISE,534211,778.0,Tanuku,Delivered,778.0,4183210179303,2233131
Dewmoiz Moisturising cream 100ml,COD,SONLENTERPRISES FRANCHISE,524003,697.0,Nellore,Delivered,697.0,4183210179336,2233124
Root in serum 60ML,COD,SONLENTERPRISES FRANCHISE,562107,898.0,Bangalore,Delivered,898.0,4183210179045,2233106
Hairguard PH 55 Shampoo 125ml Pack of 2,COD,SONLENTERPRISES FRANCHISE,532312,621.0,Ichchapuram,Delivered,621.0,4183210179001,2233074
ReeHair Advance Hair Growth Capsules 30`S,COD,SONLENTERPRISES FRANCHISE,600017,1469.0,Chennai,Delivered,1469.0,4183210179266,2233122
Tressgro Hair Serum 90ML,COD,SONLENTERPRISES FRANCHISE,604303,949.0,Marakkanam,Delivered,949.0,4183210179222,2233117
Kushal Kanthil 5gm Pack of 6,COD,SONLENTERPRISES FRANCHISE,110048,1183.0,Delhi,Delivered,1183.0,4183210178883,2233075
Dewmoiz Moisturising cream 100ml,COD,SONLENTERPRISES FRANCHISE,533001,697.0,Kakinada,Delivered,697.0,4183210179130,2233112
WHIT CARE 40CAPSULES Whit Care Skin Cream 25 gm PACK OF 4 Whit Care Skin Cream 25 gm PACK OF 2,COD,SONLENTERPRISES FRANCHISE,518002,1410.0,Kurnool,Delivered,1410.0,4183210179270,2233111
Granvalor Trichobest Hair Serum 100ML,COD,SONLENTERPRISES FRANCHISE,401107,1049.0,Mumbai,Delivered,1049.0,4183210178986,2233093
MEPILEX Ag 10 10cm 287110,COD,SONLENTERPRISES FRANCHISE,518004,2490.0,Kurnool,Delivered,2490.0,4183210179060,2233087
Dew On moisturing bar PACK oF 4,COD,SONLENTERPRISES FRANCHISE,517588,659.0,Tada,Delivered,659.0,4183210178861,2233065
DEW ON MOISTURISING BAR 75 GM,COD,SONLENTERPRISES FRANCHISE,505475,239.0,Jammikunta,Delivered,239.0,4183210179023,2233068
WASA mousse 200ml,COD,SONLENTERPRISES FRANCHISE,471318,1100.0,Shahgarh,Delivered,1100.0,4183210178920,2233086
BIOHAIR Ultra Shampoo 100ml pack of 2,COD,SONLENTERPRISES FRANCHISE,517501,622.0,Tirupati,Delivered,622.0,4183210178872,2233064
IBGLOW Skin Lightening Cream 20g,COD,SONLENTERPRISES FRANCHISE,700094,644.0,Kolkata,Delivered,644.0,4183210178754,2233044
ALBO SANG 400gm,COD,SONLENTERPRISES FRANCHISE,713205,1270.0,Durgapur,Delivered,1270.0,4183210178846,2233058
OMNIFADE INTENSIVE BRIGHTENING AND DEPIGMENTING SERUM 30ML Benzac AC 2 5 Gel 30g,COD,SONLENTERPRISES FRANCHISE,492001,1685.0,Raipur,Delivered,1685.0,4183210178603,2233042
TRICHOGROW SHAMPOO 150ML,COD,SONLENTERPRISES FRANCHISE,560066,778.0,Bangalore,Delivered,778.0,4183210178953,2233095
Trichobest Scalp Oil 100 ml,COD,SONLENTERPRISES FRANCHISE,226008,497.0,Lucknow,Delivered,497.0,4183210178312,2233015
Hafoos Cream 75 gm pack of 2,COD,SONLENTERPRISES FRANCHISE,244001,529.0,Moradabad,Delivered,529.0,4183210177866,2232986
Sensitran Tooth Powder 100gm Pack Of 4,COD,SONLENTERPRISES FRANCHISE,575006,499.0,Mangalore,Delivered,499.0,4183210178710,2233049
P soft soap 100gm pack of 2,COD,SONLENTERPRISES FRANCHISE,401305,379.0,Mumbai,Delivered,379.0,4183210178463,2233027
Pykure Capsules 10s,COD,SONLENTERPRISES FRANCHISE,508101,439.0,Alair,Delivered,439.0,4183210179012,2233071
BRAIN UP Mango Flavour 150ml,COD,SONLENTERPRISES FRANCHISE,783337,2164.0,Dotma,Delivered,2164.0,4183210178393,2233022
CITRIFIZ ORANGE Vitamin C and Citrus Bioflavonoid Effervescent Tablets 20,COD,SONLENTERPRISES FRANCHISE,600040,477.0,Chennai,Delivered,477.0,4183210178894,2233073
Rosacnil Gel 70 gm,COD,SONLENTERPRISES FRANCHISE,831001,249.0,Jamshedpur,Delivered,249.0,4183210177833,2232978
KabiBite mango flavour diskettes 250g,COD,SONLENTERPRISES FRANCHISE,110032,837.0,Delhi,Delivered,837.0,4183210178721,2233046
Bactnil Soap 75 Gm Pack of 2,COD,SONLENTERPRISES FRANCHISE,531162,735.0,Bheemunipatnam,Delivered,735.0,4183210178765,2233054
Lysil Gel 10gm,COD,SONLENTERPRISES FRANCHISE,400091,1370.0,Mumbai,Delivered,1370.0,4183210178824,2233062
Madhivala LINIMENT Pain Reliever and Soothing Agent 90ML,COD,SONLENTERPRISES FRANCHISE,271403,219.0,Nawabganj,Delivered,219.0,4183210178194,2233005
Sensitran Tooth Powder 100gm Pack Of 3,COD,SONLENTERPRISES FRANCHISE,272205,399.0,Shohratgarh,Delivered,399.0,4183210178415,2233038
Madhivala LINIMENT Pain Reliever and Soothing Agent 90ML,COD,SONLENTERPRISES FRANCHISE,208017,339.0,Kanpur,Delivered,339.0,4183210178441,2233029
Whit Care Skin Treatment Lotion 100 ml pack of 2,COD,SONLENTERPRISES FRANCHISE,695024,399.0,Thiruvananthapuram,Delivered,399.0,4183210178743,2233052
POLLUGAURD SPF 35 PA 60G SUNSCREEN GEL,COD,SONLENTERPRISES FRANCHISE,560076,699.0,Bangalore,Delivered,699.0,4183210178835,2233061
