Description,Payment Mode,Client,Pincode,Amount Payable,City,Status,COD Amount,Waybill Number,Order Number
Glymed Lotion 250ML,COD,SONLENTERPRISES FRANCHISE,456006,951.0,Ujjain,Delivered,951.0,4183210170730,2232263
Glutalite Gel 30g PACK OF 2,COD,SONLENTERPRISES FRANCHISE,507158,963.0,Khammam,Delivered,963.0,4183210170962,2232292
Bio Hgf Forte 30 Capsules,COD,SONLENTERPRISES FRANCHISE,534202,699.0,Bhimavaram,Delivered,699.0,4183210170494,2232251
2BACONIL TTS30 21MG PATCH,COD,SONLENTERPRISES FRANCHISE,691004,3738.0,Kollam,Delivered,3738.0,4183210170612,2232258
DEWMOIST SOAP 75 GM PACK OF 2,COD,SONLENTERPRISES FRANCHISE,637408,599.0,Rasipuram,Delivered,599.0,4183210170483,2232254
TRICHOGROW SHAMPOO 150ML,COD,SONLENTERPRISES FRANCHISE,110045,1428.0,Delhi,Delivered,1428.0,4183210170461,2232256
MEPILEX Ag 10 10cm 287110,COD,SONLENTERPRISES FRANCHISE,516101,1280.0,Koduru,Delivered,1280.0,4183210170052,2232223
Onon Ketoconazole 2 Medicated Soap 75g Pack of 2,COD,SONLENTERPRISES FRANCHISE,768020,747.0,Sambalpur,Delivered,747.0,4183210169783,2232213
BIo Av Curcumin Tablet 10 X 10,COD,SONLENTERPRISES FRANCHISE,500046,1648.0,Hyderabad,Delivered,1648.0,4183210170586,2232262
Madhivala LINIMENT Pain Reliever and Soothing Agent 90ML,COD,SONLENTERPRISES FRANCHISE,700094,339.0,Kolkata,Delivered,339.0,4183210169665,2232203
KabiBite mango flavour diskettes 250g,COD,SONLENTERPRISES FRANCHISE,734012,468.0,Bagdogra,Delivered,468.0,4183210169411,2232169
C akt ADVANCE VITAMN C SERUM 30 ML aktisoft moisturising lotion 150gm,COD,SONLENTERPRISES FRANCHISE,400005,1450.0,Mumbai,Delivered,1450.0,4183210170155,2232237
GLOWRICH SKIN LIGHTENING SOAP PACK OF 2,COD,SONLENTERPRISES FRANCHISE,500043,417.0,Hyderabad,Delivered,417.0,4183210170505,2232250
Microdacyn Hydrogel 60g,COD,SONLENTERPRISES FRANCHISE,245207,788.0,Hapur,Delivered,788.0,4183210170100,2232214
Vit Cal Hair Oil 200ml,COD,SONLENTERPRISES FRANCHISE,507165,389.0,Wyra,Delivered,389.0,4183210170450,2232259
Sensitran Tooth Powder 100gm Pack Of 4,COD,SONLENTERPRISES FRANCHISE,627811,899.0,Tenkasi,Delivered,899.0,4183210170004,2232229
Stretch Oil 200 ml,COD,SONLENTERPRISES FRANCHISE,400097,459.0,Mumbai,Delivered,459.0,4183210170122,2229526 - 2
Zinc Paste Bandage Z Paste,COD,SONLENTERPRISES FRANCHISE,695009,379.0,Thiruvananthapuram,Delivered,379.0,4183210170041,2232224
ALBO SANG 400gm,COD,SONLENTERPRISES FRANCHISE,560016,499.0,Bangalore,Delivered,499.0,4183210170063,2232218
Hairguard PH 55 Shampoo 125ml,COD,SONLENTERPRISES FRANCHISE,560016,360.0,Bangalore,Delivered,360.0,4183210169750,2232221
Magidruff Anti Dandruff Shampoo 100ML,COD,SONLENTERPRISES FRANCHISE,521228,555.0,Mylavaram,Delivered,555.0,4183210169595,2232189
Stretch Oil 200 ml,COD,SONLENTERPRISES FRANCHISE,532402,459.0,Srikakulam,Delivered,459.0,4183210169525,2232183
REDENSER PLUS SERUM 60ML,COD,SONLENTERPRISES FRANCHISE,201303,1116.0,Noida,Delivered,1116.0,4183210169724,2232208
TRIMZIT FACE WASH 100ml,COD,SONLENTERPRISES FRANCHISE,562106,477.0,Bangalore,Delivered,477.0,4183210169643,2232206
Biohair 30 plus Capsules,COD,SONLENTERPRISES FRANCHISE,500035,1170.0,Hyderabad,Delivered,1170.0,4183210169993,2232230
Haeroot Capsule,COD,SONLENTERPRISES FRANCHISE,226028,579.0,Lucknow,Delivered,579.0,4183210169400,2232117
GLOWRICH SKIN LIGHTENING SOAP PACK OF 2,COD,SONLENTERPRISES FRANCHISE,516172,417.0,Proddatur,Delivered,417.0,4183210169654,2232204
RESPONSE SYRUP 300ML,COD,SONLENTERPRISES FRANCHISE,531035,689.0,Anakapalle,Delivered,689.0,4183210169702,2232211
Dewmoiz Moisturising cream 100ml,COD,SONLENTERPRISES FRANCHISE,531173,697.0,Pendurthi,Delivered,697.0,4183210169676,2232216
P soft soap 100gm pack of 2,COD,SONLENTERPRISES FRANCHISE,585326,397.0,Aurad,Delivered,397.0,4183210169713,2232210
P soft soap 100gm pack of 2,COD,SONLENTERPRISES FRANCHISE,502270,695.0,Jogipet,Delivered,695.0,4183210170015,2232228
C akt ADVANCE VITAMN C SERUM 30 ML,COD,SONLENTERPRISES FRANCHISE,560025,1089.0,Bangalore,Delivered,1089.0,4183210170030,2232225
Hairguard PH 55 Shampoo 125ml Pack of 2,COD,SONLENTERPRISES FRANCHISE,500086,621.0,Hyderabad,Delivered,621.0,4183210170306,2232246
STRETCH OIL 200 ml Pack Of 3,COD,SONLENTERPRISES FRANCHISE,504208,1150.0,Mancherial,Delivered,1150.0,4183210169621,2232194
YUZDEW MOISTURIZING CREAM 200G,COD,SONLENTERPRISES FRANCHISE,518380,322.0,Alur,Delivered,322.0,4183210170111,2232236
OMNIFADE INTENSIVE BRIGHTENING AND DEPIGMENTING SERUM 30ML,COD,SONLENTERPRISES FRANCHISE,303007,1569.0,Jaipur,Delivered,1569.0,4183210169551,2232181
Vit Cal Hair Oil 200ml,COD,SONLENTERPRISES FRANCHISE,500089,389.0,Hyderabad,Delivered,389.0,4183210169190,2232145
GLOWRICH SKIN LIGHTENING SOAP PACK OF 2,COD,SONLENTERPRISES FRANCHISE,500075,417.0,Hyderabad,Delivered,417.0,4183210170026,2232227
Keto medicated Soap PACK Of 3,COD,SONLENTERPRISES FRANCHISE,768001,723.0,Sambalpur,Delivered,723.0,4183210169492,2232155
KZ Lotion 50 ml,COD,SONLENTERPRISES FRANCHISE,413118,383.0,Akluj,Delivered,383.0,4183210169201,2232125
ALBO SANG 400gm,COD,SONLENTERPRISES FRANCHISE,481102,2070.0,Balaghat,Delivered,2070.0,4183210169481,2232177
Hairguard PH 55 Shampoo 125ml Pack of 2,COD,SONLENTERPRISES FRANCHISE,500028,2158.0,Hyderabad,Delivered,2158.0,4183210169761,2232220
Acne UV SPF 50 Sunscreen Gel PA 50 gm,COD,SONLENTERPRISES FRANCHISE,560077,755.0,Bangalore,Delivered,755.0,4183210169455,2232176
